Country,Year,CO2 Emissions (Metric Tons),Renewable Energy (% of Total),Forest Area (% Land Area),Energy Intensity (MJ per GDP),Air Quality Index (AQI),Recycling Rate (%)
Country B,2004,19141.396375244327,12.975524406225485,21.45517716662047,104.00594403806016,145.04705772738257,62.024589934063954
Country A,2003,80351.22789943396,26.65838686673494,45.97600231172993,287.86580424402433,74.85547494326069,61.078094972613684
Country E,2020,62043.290291138794,25.917824374008077,67.15471550427512,82.10284603013034,70.04938015048393,63.884062506018644
Country E,2007,14538.108620682107,12.067290868095466,61.95183057970183,181.61793619110594,111.59723867726296,25.511764018592373
Country E,2018,94943.29073642199,29.01815080585374,51.98742731323394,467.102764822318,78.23412680325137,68.58979429144424
Country E,2013,12414.705197989739,18.605633016814316,29.27443187867985,444.2958987565461,55.73526196558763,37.758186542058006
Country A,2006,64408.85815519591,13.11303898493862,63.47985492634921,424.13103293350895,49.37605029679098,89.46821327733684
Country E,2013,45274.039309890235,15.359257927553582,57.73876955683595,278.22365891518893,53.11562563749518,70.17341281648633
Country D,2005,57879.272232793905,34.708096996461784,33.34238817737416,62.54811706886662,114.51732355916563,56.70132346370356
Country A,2011,25255.34858771372,13.123742873121817,60.254458169792834,104.61616763086252,140.2434128512441,82.97885002915795
Country C,2015,70370.4879288119,24.007821647209738,63.85756690159244,463.7529837002312,126.7216437604482,87.60321745431023
Country A,2016,96173.37046766728,15.858193635376637,54.91130062148356,426.3832994468786,83.78419746674473,75.44595974512471
Country B,2012,48550.45803426699,14.869595862550362,25.01920754852641,219.43481996467435,93.43213816359005,70.52778043156476
Country D,2022,54681.036368981586,16.171352782512177,69.21234216649,378.0389906959951,104.42081223561038,14.852541071734224
Country A,2013,27782.108704043723,24.78348803558861,23.800049448299315,434.53750694823,99.59359578032205,66.48128108505468
Country C,2006,89727.4584563527,17.13365263334714,52.72369940751169,329.1510197927981,146.21672949077464,36.86037766325728
Country B,2013,97261.56848829603,12.90198851057681,25.52626276028981,434.08712605507907,136.4031691172848,84.39303154431958
Country B,2014,79698.20408317517,34.04202607741506,65.27066793104109,160.10330354103058,35.224821913474294,58.94105338547979
Country C,2011,56563.482705181385,26.19464209515057,37.49888417111894,257.96108604933966,130.29190172933238,39.65227678613281
Country C,2016,95895.69832831991,14.705609571057165,45.575151119390284,310.56880316703956,43.68731539622942,37.118251020352176
Country C,2008,19615.755259891295,24.1428954589651,28.938079218200528,334.0208511110162,112.8251444627192,54.38651078743463
Country C,2021,50456.63169004575,12.050874996187297,47.32810948915689,494.14564515590104,64.27800151700637,49.319835311759626
Country E,2014,56072.54213900924,27.412895908562753,66.94199526194947,430.66910226894674,122.80600831105906,41.27000301279513
Country D,2011,51732.059876475796,20.20914458793945,65.08165353165785,74.867410868944,31.032748773153887,26.676295851227792
Country C,2001,81229.7372819768,13.105855888904923,23.194796010111794,126.11003199960138,75.87261666297206,73.7177870280328
Country E,2004,68688.27464655458,15.509315496051922,38.91292532371686,345.7138835036102,32.58267781342261,44.67287391265594
Country A,2012,17032.55426223486,20.371081145521796,33.37156815210832,158.2295133388214,144.42360264057254,17.911662193306206
Country B,2019,37912.87419759074,34.19222362876728,44.06807385565445,121.53556095829208,31.843790466654124,16.83229066087702
Country A,2022,37212.3005967542,15.2126708868947,61.686458116753485,349.99289698834895,48.63479248065539,29.049308706566777
Country A,2007,58735.05831532822,13.28992664478395,56.94258928247153,291.3910481000534,94.71273427449268,54.178359124771106
Country E,2013,32688.549677500207,25.478170193970527,37.198909608192366,412.33548986209854,107.53813239213818,21.838262985571948
Country E,2014,16140.818107621508,26.760908919407946,39.13329147810985,193.71253874285702,117.47895109593226,27.201363011342412
Country C,2010,67099.85323742786,12.707239530022516,52.71274960041201,198.36675883040033,59.62828217583703,50.136257400506764
Country C,2000,85848.50916082713,18.53453437621906,29.711258441632392,117.72138322057803,66.11940070051575,27.420831434302364
Country E,2020,93502.76906926278,17.882921137427623,25.136401007224567,343.5161657128736,58.78834826791845,78.64514777103497
Country D,2002,97394.9496776502,15.58664828383346,32.129423210546115,369.0013299327856,59.28873867678386,57.20068470765487
Country C,2016,79206.10038985634,19.469143816019614,26.20162156762149,112.29207017793748,123.81514972477166,16.866121244462875
Country A,2018,18271.730687730706,11.113255346148899,37.599212162366314,164.35104859316397,143.75985558007898,21.190863048348454
Country C,2013,86045.62330248882,29.54649348860435,66.8782892029713,119.42209281651793,101.49635227222703,25.61392334456892
Country C,2021,42996.20697133503,39.65461435101523,26.01497380125839,386.45464864956307,48.89167082181169,60.391547039386865
Country D,2022,74341.57481027454,29.021403024077465,60.91610718045334,144.093978336159,37.85193858820666,18.452032148925774
Country E,2007,55470.4604712794,20.832293516313587,46.73240157190763,118.51095406566075,58.701188357498935,13.46317732429057
Country D,2012,83717.58269663445,30.037309034370306,51.645153825039856,81.43326836896463,51.33532958313267,68.27683065154609
Country C,2019,45423.04461977042,27.14547763070729,28.504118400904098,424.08476340178265,99.42253991502528,48.25013393483995
Country D,2002,10870.412020301974,35.40273791762034,27.568665573594725,105.79061698159255,113.75168001405481,77.90344912969987
Country C,2004,57898.25253383473,28.656236829460013,28.13718384059053,63.35017423903598,30.550893729063628,73.42862511130406
Country D,2008,21272.60269342895,29.02229063863746,53.353143819587395,78.93739415792598,82.75444350717646,31.880616422304264
Country B,2005,96724.17507352766,16.6499256481898,57.38941333708645,215.07389245772455,104.75751063615752,25.380741774224546
Country B,2021,55061.4912534217,22.4688171561278,66.01224722497595,318.4936433268934,53.145082371471176,51.30476179638528
Country C,2001,57588.085414539746,20.332481807670316,39.909617633356774,229.19211840241215,138.11650013070874,16.408330272064468
Country D,2012,91190.24271740769,10.342755622112529,43.09846920500701,254.93311421443488,95.88147242740875,60.62894037143223
Country C,2004,64335.59828936161,19.39842188167184,43.47975079979062,463.68745543683934,71.4477334259844,10.974352973543837
Country D,2007,33759.29083302218,24.581863729688507,33.49489513932836,391.51452259852886,32.24107377044886,74.24841756816458
Country E,2022,33128.98860677026,27.995458996302432,36.411632732199834,203.46858650758335,88.11682375238486,81.25577764019533
Country D,2000,52649.97174111334,38.03706840131366,62.34101180383781,119.44156203369063,70.3135239398853,89.69603156946849
Country D,2019,87327.78174827009,17.173412780794493,37.18610922929608,387.1276002258604,146.3455550391716,37.528584936011356
Country C,2011,80499.28736994647,14.57286973325675,63.45480509617426,308.0856997453607,75.45059563541676,54.95410167947635
Country D,2022,96460.35567540025,36.083370669968744,35.26338557415265,483.0110092224428,140.52088985258246,79.03690578427131
Country C,2010,11829.181670959346,38.255424822653424,36.994158127132515,458.7990564458308,112.32652637561677,46.971120353025945
Country C,2006,30490.97655161217,24.63862745743253,48.01404358894557,303.63922879505935,38.87556690349002,36.34069658218234
Country A,2014,12619.73224230397,13.45649683750156,25.156342357161293,81.45958707762398,141.92645730474882,13.906010655386902
Country C,2021,76352.52342073145,24.561648978309137,66.10311335831045,63.931856542239174,50.213810826756585,41.52587319245163
Country D,2023,18379.200469286443,13.283299813098063,61.019991931925965,426.88418028173794,83.7628280673442,16.31130641561919
Country B,2010,14489.200209772638,36.49556736101988,53.52519137537887,364.1189566484498,140.76048261856164,39.0396841449305
Country E,2021,58358.85967445797,31.2445031384875,69.40625068490635,302.0708240853472,129.42118638953883,37.44256050969991
Country D,2015,44091.047651320056,17.234110531300118,20.7999680673451,360.01635546847734,88.50981544524942,61.774460123594245
Country D,2002,72934.62718243437,36.600720799503605,40.55301582161614,292.90407541522586,54.830465004796345,39.28613368671879
Country D,2019,51266.46221152593,29.137051871479578,62.91715291658371,310.25198100975524,91.11132583789762,40.73365300390326
Country A,2013,45406.786614343015,38.59790010162605,41.65086398869957,151.65003263433505,95.71612500544505,32.908053136618236
Country B,2002,45422.542630962234,39.414395470316414,20.262066840463532,254.97698600131656,149.63239421882824,58.63851502993196
Country D,2000,87828.25613789119,10.098453677071543,27.8877057797977,54.983094109439364,128.88375444986505,41.1480106864967
Country C,2020,42546.436818634305,13.606426270826372,41.70362061933762,350.93014225744497,133.3580428746657,85.88704216293718
Country B,2014,36672.72713811518,26.40766992420507,53.39739304763618,199.53615119833358,148.34249097090952,81.35771445586444
Country B,2000,37160.832317159286,38.675586234018745,28.132713419241128,345.34586859680087,92.79832182023206,28.953356936710286
Country D,2016,23677.075697414577,39.827009065290866,42.40215301491849,466.9077512998997,100.22717867172042,42.31778106434021
Country C,2001,86765.440804529,27.0222380591056,20.639426886777212,316.2394915974851,84.53330603701687,60.766605037645434
Country B,2019,18929.92742762025,15.214044668356909,43.87502611171486,197.6382510636244,45.05448520371736,11.304930432936251
Country E,2005,91318.02009096251,14.891500600261185,64.79622381195878,143.22137918901274,93.03080681554172,28.19295127427172
Country C,2007,31929.433581545592,32.91573274342415,49.83840157617951,163.26881868918576,99.91066617127026,32.80238377375994
Country B,2015,90445.54810651545,27.758130361188933,42.032781561358455,494.2836632039399,58.47265741579742,42.19175724964878
Country B,2018,80127.96239738482,26.463216967982888,28.11296678471622,326.91337270402744,123.93891696560217,81.14498154147151
Country C,2000,60288.81449028407,23.972947699015492,30.120928175825583,248.2454786347822,44.9378793685827,17.70616273986411
Country A,2002,68599.65037226691,31.75403879745045,23.825497503503954,153.93876061160228,90.23990993719735,15.266645230382903
Country C,2002,35955.18862836814,35.74162537019036,57.120552178029996,397.8728225483265,109.52557017015408,63.15346018562462
Country E,2004,59551.718361127925,19.088742435869086,23.856763878740367,224.34950476187785,36.59175845095655,39.15953463746884
Country A,2011,32778.275569036225,16.62753301527672,39.19744143671008,185.50697247642447,126.48639715588487,24.21764663872385
Country D,2011,43215.91731959386,30.10597498944827,57.49223467563774,150.03712430547563,66.49850316539803,66.14446573178041
Country A,2019,77642.94274677825,37.4419727216486,55.641134970674756,133.53405424634303,116.12990494484129,29.43524305520162
Country E,2012,28173.59356197054,20.444723204322585,48.876608329263746,173.01963922675944,42.98511017056486,55.25118211710176
Country E,2019,84690.37150456608,18.17344657532246,48.5653867063034,332.24132661337404,104.43583309786297,42.70051846657837
Country E,2008,40708.87109817467,16.783438907068586,24.516404014595302,157.9314976018012,96.86545480969725,38.89729061503415
Country B,2006,55556.14628133719,17.634727230898925,28.745763587724497,77.26928585398113,48.00031114316304,67.6913338348968
Country A,2003,94486.24631847297,14.048000288809433,46.73722285536054,211.56103612797554,104.96938742377874,59.07271698726099
Country E,2018,69719.2848677531,27.903346828250605,37.40401641277899,313.1833586275053,112.95890150584688,51.10735556359841
Country A,2021,66332.39072023961,18.42478205983767,20.94685505466695,77.09812410883902,89.82028140402053,20.246780988651487
Country A,2018,72602.73412247776,28.448330849737136,59.90833664395817,253.681332123234,99.4292118391502,56.85124679528104
Country D,2005,92220.57718225333,12.490970485377044,52.69066335537483,73.52993070758487,136.49034688811025,65.42015696087793
Country D,2012,28608.802376043528,13.463703763536373,36.28927333345483,395.6808046515356,113.72436173498504,75.18395295652633
Country D,2010,63257.914550937145,26.08425783390834,24.9102598646187,442.34712192442663,138.7145596003474,33.95240600143997
Country B,2012,43037.416166446965,25.34592833428042,49.560038032101744,483.71366315729017,96.28127444547594,31.144893439199706
Country B,2012,6126.252854973172,18.14529780213666,37.42747842833225,361.0686486930798,50.98236732086245,69.90180435147977
Country D,2021,16903.585158580376,34.813925548616275,32.76946685040713,334.42897898548983,59.55489444146923,47.39629477825163
Country E,2019,35874.230050040904,15.611414946026484,56.07346265080794,362.3346884627819,51.16926777373519,42.46842905264047
Country C,2014,58674.99726228199,20.819833725495585,36.40750305247179,434.59168365824945,70.22982598875221,22.849667799494107
Country B,2020,88740.1037861458,26.665351182172067,26.80242457984564,413.1917552352786,87.30433801445317,44.73234838213343
Country C,2012,80155.84122913676,36.016333075460935,44.08268739147967,247.32339524535263,60.71177911087629,68.0901743681518
Country B,2021,57566.69888016319,22.556529255003298,61.42328941247534,342.9829284018271,87.0761701189031,46.044206626169014
Country A,2010,12017.689701209423,21.958028663227132,62.48293920998137,122.86412629897751,73.72296990081816,79.81843037335379
Country E,2018,32161.097587522967,27.38612284095384,62.467158240017426,362.7165312211103,96.64167175418102,10.336730567257622
Country B,2007,39837.32154976317,19.50086246388689,41.045991970074084,378.8467378427703,81.42165281587847,24.397317006378778
Country A,2019,64063.132594365044,31.275197594787684,59.546710561971736,410.5894552739521,82.09113690974647,59.16932596835374
Country E,2007,11167.744183084906,17.46087822001014,62.511538398273004,417.94187071351496,88.87454207719173,63.75853836063272
Country B,2009,55368.38767754497,34.695879908206365,42.976910509632326,247.9586236893594,148.5450276696369,32.056125123378855
Country E,2015,90639.13473374718,18.170602394003836,35.93696944601897,456.582551959682,96.7858137971868,85.35131278117827
Country B,2018,72016.10609125327,39.781034868715366,55.09822734052969,491.42764118350743,116.80052799221234,36.45145164291791
Country D,2022,80722.29662346185,19.49387422982928,65.22346361779975,490.11848710973476,80.00947095283507,42.89521599417343
Country B,2010,69759.18659411198,36.36478415965593,68.60762425622562,313.592431205588,69.10188687977978,88.1102708621748
Country B,2012,24625.965656396264,21.92067862318172,34.511240283857774,301.76724165624614,139.98926373530435,48.335230321415196
Country A,2008,15495.96290627177,17.38164526092791,67.80855280658587,255.80038562026425,119.08323934432183,59.02935595349655
Country D,2019,83801.61393546635,16.784897513810655,44.964112335374665,184.90734243504858,99.89157189092563,53.21427393220446
Country C,2023,71072.9214214752,35.50573845549635,35.30173521504902,200.19100373920367,70.3717552371473,24.200407447095394
Country E,2018,59630.84808755498,19.2625895893863,69.41990551117645,147.08844717403042,60.94323286484649,89.32009501130642
Country C,2015,22981.872171983367,20.15689026879241,63.8903987561922,480.07518258975773,60.248601568469624,14.725849091603154
Country C,2006,62317.77170461657,15.909791675168217,54.62082946376452,328.92196788081566,90.44770046274749,88.67964917024914
Country D,2018,7975.569596105179,38.839741543486504,64.74711150608198,470.5084288883157,134.97845593188688,47.43965637668812
Country D,2011,16289.717767426146,17.342318217964902,54.07439363524583,224.20654506577395,135.7257384387325,25.168512643533667
Country D,2014,34629.56423142033,17.42330856944836,42.02018992210475,184.18768900966975,119.39823165083617,23.35446355236284
Country A,2022,47155.13635406061,38.31693670764088,67.40247785270026,109.73521799859303,95.09894015203551,62.44641253662919
Country A,2013,16453.62710309003,37.026965649855484,68.16238388580464,185.11065880658083,58.18916852882281,66.86463073158845
Country E,2010,16394.3174664659,17.467326495397305,35.70875486448692,450.5722734076152,87.4622895432936,81.89556037198263
Country D,2009,73959.89775544537,35.94176708553968,37.71976672816653,312.0242894161817,113.36670623258544,28.92152904313445
Country C,2010,59123.34362068113,17.494696392583506,39.13602203827023,253.61511345449378,101.40199792201705,44.65691428865163
Country E,2005,55705.48817387818,12.533924945586232,61.10729758586207,305.7122920792093,91.68409502711543,87.69534952294235
Country A,2001,47981.277036167245,34.61084045187475,59.55728254215512,451.7101692829572,81.38539434399931,44.2402105022175
Country B,2010,97771.59510273357,33.146744734458586,69.1557552378064,136.77020169502765,120.3017155846982,46.76650907171694
Country B,2018,9731.026874965792,18.840013650744144,43.260683851618,484.5467104184564,131.06821483659738,33.0824565841728
Country E,2005,22159.581735349853,12.70416955367828,56.83835470337975,349.78747097535313,116.74934844963047,79.6760902575952
Country A,2013,66513.23695311755,16.193166534314432,62.83602349227374,434.9075963555714,142.55130448055885,39.2497506928181
Country E,2019,17954.737115867927,33.13169712719396,31.061521906698836,286.4330913786963,123.58481900391942,60.84326479271957
Country A,2005,60991.18911087151,38.9424344482728,51.02777137558162,156.48704248836785,84.07258224149578,24.60794665906537
Country D,2016,58937.3164207026,17.770062153834747,47.38538381985994,305.34546399496406,104.01041832933134,59.2594151090558
Country B,2009,97245.49244576598,34.54776403106347,57.14135025002,80.57279924691909,90.52406397833644,84.71720759768596
Country C,2000,88921.71626965712,16.83797972011463,54.77139913088346,433.48782356429405,95.55879563230542,72.14652069250913
Country D,2002,94827.567657908,30.388011754752508,60.63963054258187,342.31059558360937,137.48398367859295,15.4153903129564
Country C,2007,15792.225100028063,12.50840407094579,35.5572595175732,177.28569775279104,66.10302195468542,60.71709780571122
Country E,2007,87474.10153914793,27.5588692114678,30.817819583679707,173.51120908514054,31.57137534754468,54.69385642472946
Country B,2019,17263.61286418907,18.075696735841547,60.259936545371254,456.2627087712407,113.47761601961207,37.085964807175465
Country C,2021,65128.55696167895,37.77537846200971,38.028171551361496,428.4081946980494,51.721641868293915,77.41620238127095
Country E,2014,73407.42526441021,18.69252666336861,34.378677896328924,393.39890257596375,48.507889954952034,73.33661677396329
Country A,2023,20281.082324182156,21.953220845869197,36.84092627634348,236.65635623143964,149.09714497231818,61.88848789852748
Country D,2006,65102.64071330627,35.22037333463743,23.317699552551375,442.6272881363709,62.013030775420276,69.5345413131966
Country A,2010,9983.746826639435,23.14823747640383,58.65721730786338,161.10055552596253,54.45213114822837,25.4529951118122
Country D,2006,32860.27814556887,17.152367553847554,55.757982927003994,60.91426301862299,52.91799320554976,83.6292350486127
Country B,2003,92510.05692374108,26.426329626828917,47.634622691437,244.74648131597442,79.48242480869072,63.44257845005724
Country C,2011,21314.460475677573,35.199735869499456,55.80424899536047,463.7863814778631,79.13013915245189,47.42538689321316
Country A,2005,11200.649282781113,22.995328360139574,38.65665833741476,307.05215685709214,105.89994014140507,25.448661390513394
Country A,2013,47149.42896726864,13.986654676146028,34.76845380551897,153.24608781501445,42.436642883383726,64.62106881414172
Country C,2011,85808.7298100908,21.492607393435506,63.11504946740729,342.8695862155516,106.25338918676994,17.737360594346015
Country C,2010,12283.876286987546,38.63425399282574,41.122728514460306,385.243558217623,84.43594796543428,35.579816141061464
Country E,2018,38775.85969688881,12.160648610973166,29.795608589234504,297.65202247428215,54.918491207936356,55.902527314938624
Country D,2020,90478.60928313599,22.253355173440596,57.45219578061707,429.16911063873664,123.38652671576918,61.687612434707646
Country E,2004,16224.77724472316,29.440863818204964,36.793592714309625,316.5676663628019,86.88754907866297,11.386414360826587
Country A,2013,34513.50806163493,12.355531786354685,30.592565044986358,93.20926492135635,116.04734895084508,10.704798958038522
Country C,2020,78949.95809589187,20.348576410092043,21.360713885794603,414.2952877618521,140.468348969467,18.916925361000683
Country B,2023,56605.04377818641,38.217350618207895,68.53008791407288,115.86028999929748,72.40857398631917,71.46632196788318
Country A,2015,84071.64836019039,10.919070766184298,43.36446919738836,447.2398236577124,137.74853378796428,55.36820117992957
Country A,2012,15601.562339635848,32.552256385178296,28.087893651396982,284.8302577688467,54.04097804444244,58.67310942497358
Country D,2021,92452.64628107366,35.24124898407989,57.890557977536474,379.3400274304026,56.655651292253026,58.27433021500376
Country E,2021,93816.62047894484,18.311821762532503,64.38255640231483,487.44271032148686,109.64370747256746,12.945381771578237
Country D,2019,19754.7369139371,16.441431085594367,46.39839962994306,244.37441461484497,42.31580095139318,23.782358352960156
Country A,2021,8218.169118641254,37.44462680758622,21.41797293922711,256.87482979002334,84.57360111371197,68.22930623659403
Country C,2003,99034.93128577904,32.92005086442173,38.25714807006228,421.63064473673285,55.659872987338595,61.65744596005282
Country B,2010,50813.90126873032,13.40142128821007,32.15508178158802,99.60698995693386,98.5027611875744,45.623211347906775
Country D,2016,59347.16338336598,16.365917665492088,51.81987349279822,62.46450369660425,126.81870002931153,11.631963283970626
Country A,2006,63510.949698324745,28.640654649776632,45.94289008758514,321.9424436118289,35.09093517811373,43.347554993260275
Country E,2013,80018.50396414776,22.582507866906774,37.78684218663352,125.3839009496345,79.59720226193997,29.836333819024283
Country D,2010,82138.8570593622,25.125231113136994,52.42525690357687,165.08220248455055,117.68071373638838,65.78153938497536
Country A,2021,23422.896310378517,38.54627305306803,49.221464104920074,489.3259635199747,71.07051633842372,75.97415357118248
Country E,2008,27480.490360185024,22.607063895759218,65.3245062230131,343.9166212918887,35.00472631169775,50.30452618146562
Country E,2022,88299.13774990535,36.45045987442807,49.84014761400415,435.0932050708017,100.96563765932811,42.28204748121149
Country B,2012,82854.17245130571,29.822341559817197,45.38559423558159,454.0059706626989,44.41974253852865,31.843390440279997
Country C,2022,63673.84124762576,13.648583761406686,61.183504207703116,104.60751148975604,74.39036430351958,17.40886052880313
Country B,2017,99496.42011686073,32.33521109943159,30.12098346303216,467.49988317531296,148.86398260403735,39.739865417142155
Country E,2010,74842.47463737575,25.606272218689444,32.17823089195312,439.93363408406105,77.76239625658022,64.24256149431997
Country D,2014,25504.492972373642,16.752917511759655,59.17865675539953,70.4041861668513,131.1428335532952,63.2862103365983
Country C,2021,85431.18611160443,18.686479692468943,42.117511351616926,489.7434291456706,133.17674812516498,43.02220131412386
Country E,2018,44399.6004551633,26.71997274252254,40.461793104624945,256.2426276101409,61.53974033881341,87.27827048546811
Country C,2000,8434.502751422473,28.05107470437379,64.35389772389024,488.5197855579623,101.4605975832685,85.2059813573009
Country D,2003,35535.02139210871,39.0452921208844,50.505451714653404,420.73450409465585,143.6950396643519,80.05206178367946
Country A,2013,77537.3672356416,35.6416040923178,60.145457019990914,248.0603886886191,102.75991567238688,44.86385627744038
Country A,2013,96219.58968271496,16.175178609858285,60.49194353048432,280.2008449276185,127.590520181024,69.72256966831911
Country E,2002,31232.959548803417,33.21976211701437,26.00133291558843,173.79388038870073,85.50755077527941,84.31998531104131
Country E,2016,28419.05081892293,10.248754244549366,52.68511982348518,269.11391247051694,116.31928807214055,69.01095804973511
Country B,2002,58543.57563183851,13.89425383495432,67.62581693530406,98.3715679901617,32.62223920445625,35.260849875531704
Country E,2015,82109.97046793245,15.991012481988495,44.00135448140386,458.88577277737727,124.49681502318683,15.440639376898808
Country A,2013,75919.93980528993,27.91598057977414,56.60912127611676,370.94544409226415,110.6219320030435,86.64099505065786
Country A,2019,58196.09574346757,15.8405501890056,48.33664499722564,412.3430257573245,73.0618491127297,89.39409405319464
Country B,2012,64982.019753375454,20.958188261059213,30.242298712048573,289.0049955339083,80.03830924776858,65.49128527833344
Country D,2014,27999.400946002683,17.283393464262385,29.759682285945445,106.53524686082005,69.19366881428537,35.228239131323136
Country C,2013,46094.55517531831,20.1224987313989,41.69165825929862,291.760093206796,92.9143902926114,79.20229758656598
Country A,2023,29259.734519428494,38.27354334202198,44.149528690471186,198.14281647194514,43.041076103221044,86.27635575377003
Country C,2018,89019.70761024058,39.921290577862905,45.15662213232356,54.54761104641913,131.38979261418672,50.51543305514122
Country E,2005,15692.678199723996,30.571663187923278,67.75003787512762,326.76610686616203,87.36644141822055,34.93194185926342
Country E,2009,69575.35299635521,27.169236143670425,25.012727206873823,434.14215090810694,35.17226139968217,42.50877952210382
Country D,2014,29726.90373067723,31.253435374488497,39.02633671489143,369.7484263015315,96.35540890283421,15.907845848823694
Country C,2020,50179.85392325431,33.14956601256725,45.727371756051014,150.58957437847025,141.66205629142578,55.25344347191773
Country A,2021,33444.21412343011,32.17038230828543,68.1556369700451,418.60993926429387,40.4952607277629,40.30827924223904
Country B,2019,35708.305120649806,12.456775846000145,45.215740850351914,189.27476775374222,44.78310784406466,80.7632512483915
Country A,2005,29737.336293047087,19.30880257860322,58.763786006044704,148.31845125787723,76.46199396579303,32.04418723205154
Country C,2022,76515.32751356666,20.30294145369249,57.46390540211096,482.5138046440662,118.27491128817988,10.669626681817004
Country C,2009,39743.006432009475,21.077634224504237,48.3222024714236,57.468732275739356,102.55463244904162,68.9730058863129
Country A,2006,74003.91668283785,20.32941335954626,26.535155099299168,125.40611168956885,84.95513883980801,10.59266809514388
Country A,2021,48326.643359881215,33.61276892350983,30.937935497913017,260.15046479626545,149.12950691252394,53.67768837525575
Country D,2016,56988.37399952729,32.428140036531346,32.00701293107506,125.18114266315845,52.29519397859295,24.50071648047924
Country E,2017,56612.3101927813,10.138009086779554,21.93298238275669,125.09127611766601,128.61081539087357,58.83833327725626
Country D,2016,97705.94753764092,18.891445704841573,38.960900492889536,335.45674010013414,44.86043410777127,25.8307417640862
Country A,2008,39870.933292540365,28.709909433559766,50.52568611881174,418.56355476736366,51.552843153163366,50.150169252749215
Country A,2009,24729.98906277177,13.607968659663985,27.213314936948954,347.7278523779965,65.45331186882166,36.805509596787964
Country B,2009,91620.23433482721,12.135948834565973,28.75180048993314,95.65349225726223,134.77148626438367,24.604391864211166
Country E,2006,21609.732484979457,34.85194358495445,55.34931642013208,452.92031290162515,83.30468750635526,58.518602720529955
Country B,2015,84270.17035521274,23.58052816516207,28.462669440628183,465.2365258118683,77.49424935541273,16.577491238047585
Country E,2017,19270.41506935795,35.6706210376256,26.766778880947825,176.45114607773948,88.8870949544967,85.29089910669063
Country E,2005,67578.8117516036,34.70658181529697,68.8920943228214,298.90064262828946,105.70875984892213,72.25036502154032
Country C,2019,19301.377260130925,36.80111566421757,20.736764037176396,268.3564776394052,80.81930016349011,83.26940996904591
Country E,2000,92693.1528277458,11.448236906819412,36.27040846771814,350.7011268606652,145.5038026193559,13.397380507590686
Country A,2000,58675.786852018966,15.583901983251536,21.746833069532105,490.0758855140564,46.241029181165544,10.171176474491697
Country E,2011,36281.01471830832,18.884294932042614,61.90240967972929,493.8711558080269,87.07995651326809,38.63426753096179
Country D,2020,18330.663621541516,14.086911635135804,49.17678571337855,279.1149466807249,79.8519669728224,59.33444307121575
Country C,2001,40263.26243386942,24.564094623571428,22.39759264469113,91.37734811557975,113.12481813401448,29.55164436802452
Country B,2003,71976.9033125371,33.96930670117176,50.768107701360016,200.5126370279792,145.5700032294078,53.946062264185315
Country E,2016,41570.33397321198,38.53545432549114,26.15481963166434,236.1049211878304,64.60954492861973,58.48013029900811
Country B,2003,28378.942929067187,36.68722403429398,44.78663038610279,290.5850132881653,144.6391804690344,22.130159581281834
Country A,2010,59853.89758791264,23.720100400474248,53.47064572712561,482.1666668086553,129.32395585163073,71.50979325437203
Country B,2021,44693.07601952636,29.094733041128567,27.42535164170155,168.0878886116679,127.25734942461841,84.90873162005737
Country E,2003,20751.592422877773,16.920883703459587,44.85252038729846,291.5094732109576,38.76911395287363,61.210218661993196
Country B,2000,19628.859076358396,22.090269997957595,42.87054645385225,180.97148530928186,142.87001431697644,85.8279024711845
Country A,2006,72208.8890710762,36.1354778626001,65.78752384616395,463.75783788768035,130.6713415739622,29.690703456362144
Country E,2017,97593.83007404437,10.875925660584423,69.78506972876527,495.4809631837686,112.1499749307134,12.921163272500218
Country B,2008,27143.936731895355,25.98277817930423,52.72372233158679,441.83266992071106,45.34310867224344,29.794847213779185
Country B,2002,78449.11707899155,36.18394893697064,62.74295778102134,202.43461638879413,80.40447111347763,61.84889962064342
Country A,2007,13322.636732794193,13.660296215522813,52.34409787184668,175.04781006376356,130.82739070357496,57.81079367123489
Country D,2023,41249.712309957264,39.47638605853366,63.81431277154934,244.02677483640286,82.50376519007108,31.39245413068099
Country D,2018,53135.37451678441,10.371743919435076,41.66360259491489,386.4092277480058,82.37462022516523,42.64378356914836
Country C,2003,30530.95980252799,36.58360034389493,50.399492891681795,54.191974866923566,62.41509694610185,39.41081808148853
Country A,2017,55309.949568853786,20.610177231849008,62.25847615767235,497.800021154321,36.14259011172214,86.03405983603913
Country D,2019,88848.37062806617,13.980717450332882,65.90428601104588,447.5351124082873,91.56045756435111,35.14704489481767
Country B,2010,94721.60642372437,14.720745257636054,21.234136665859165,60.716989154817064,122.93633922610611,25.449029188419914
Country A,2013,14552.910665439698,31.035361550628124,25.19763461437723,221.94506841996608,47.52856260849984,55.249011763943074
Country B,2017,30825.36372849922,36.12159029967832,66.55860306690634,359.5253263698868,137.25330807072743,19.98590812920672
Country B,2015,98017.72216418387,29.231990614203635,48.42543848672656,158.63263994521304,96.63407820626979,50.62959099569461
Country C,2002,30689.74898821315,37.86174914082259,69.50960469669315,114.27742260125557,127.47586567487313,64.9555738626934
Country C,2014,70807.1983586269,35.27436385170697,59.631652135844355,333.1932847956376,110.04478471543123,85.46104707777306
Country E,2003,29078.100917684642,10.270954208219512,60.907009187157215,456.5864531564424,46.193474816149234,81.38061571575156
