Country,Year,R&D Expenditure (% of GDP),Internet Penetration (%),Patent Filings,STEM Graduates (per 100k),High-Tech Exports (% GDP),Innovation Index Score
Country D,2017,1.5376491708588702,82.86588328338587,6488,310,22.869964305497625,44.56766213617779
Country C,2021,2.3627465533024314,77.46159091804157,5027,584,9.198352960583943,77.83232746761993
Country E,2011,0.6372261014375386,55.43848399146057,3912,1032,15.922241562820723,69.1217538444148
Country E,2012,3.114610418457129,71.90572164651485,5744,960,33.083861069377136,49.32950484365838
Country B,2021,3.420466907532191,72.55755528889439,2873,390,35.14963161334311,49.411609988452284
Country A,2010,3.4066335658570743,92.36361686661083,4258,689,9.805501145044957,49.21243257863371
Country C,2010,2.748955495228774,76.78576278920164,3817,893,38.33353633395536,42.8501193775967
Country E,2022,0.8902587203918959,68.63962689955008,9636,625,16.508791624701328,69.38992246858425
Country B,2012,2.7747895877870676,97.8632160970223,4641,604,28.1809808555752,82.0174088794254
Country A,2020,0.5737607493764045,55.42530907298947,5458,534,31.31388010848384,40.87491069936943
Country C,2014,0.5663706545869918,70.70487298728528,6307,408,33.41811821232592,42.45023224856368
Country C,2021,1.4708306574486238,52.05920908339886,9933,221,38.101239577907556,68.6385138343473
Country E,2012,1.9659295712139973,86.25530191757959,3041,877,15.952184181008791,80.97478426930262
Country C,2010,2.8112222534233795,94.98575105775838,1679,810,35.047725909304404,56.33694452843168
Country B,2010,2.5498861298195155,63.721829147973985,6738,407,9.609041620267245,57.48071994038611
Country C,2017,1.837708119130245,92.05874216315692,6668,207,29.676431722375746,69.81732487483879
Country D,2019,1.3208799988449975,64.31869329263299,8697,901,30.969220532989507,53.71064445620735
Country B,2020,3.4913735004731334,94.62773792055185,9033,886,28.720313442046216,41.33041830388421
Country A,2021,1.778543906707919,86.94413327624241,1062,984,13.831015764730354,76.7614259050798
Country A,2022,1.8541610729890263,89.4404320652305,8829,728,35.556510145532116,71.28249564707265
Country E,2022,0.9908714635750075,50.88232122442227,8352,801,10.910046217963824,69.03779995278296
Country E,2021,2.884428646249788,97.17770749662728,7915,852,6.877217703229079,77.08420644959116
Country D,2023,2.581046677344466,85.60687861144584,9326,856,30.111274671416925,73.76154187810187
Country A,2011,1.1623088383662812,64.93280367392053,4644,365,21.64165003314568,50.294099408916054
Country A,2022,0.7471431368475281,90.6403385780835,5970,1048,34.71843069855366,57.624052347167556
Country A,2012,2.5414979062241394,63.794538722331566,9003,695,18.418899937039065,46.305507083931246
Country A,2011,2.4635336428434056,92.76493813874026,4278,789,10.889750597769948,46.49285067089405
Country C,2012,1.3197785809946279,55.516439130184914,8296,628,34.27547673644544,73.80978731782696
Country B,2016,3.352590686751231,84.48061289557899,4074,973,24.21183710740251,82.93000534912491
Country B,2010,0.9531736753427007,76.4942253556006,9312,362,11.621852733662422,88.13662919305696
Country D,2019,1.7970044031278056,54.7301890395766,8552,565,30.2134399505256,71.41735587747222
Country C,2017,3.3308477605027966,61.85279758468311,2637,725,22.888977347132517,49.20506616804785
Country A,2022,1.759181950778367,50.607797777588424,6103,438,26.150954378411193,45.28251727244653
Country A,2019,2.4155778429922568,72.96963030776078,1644,271,21.131441837230366,80.6425485768379
Country E,2019,1.6927831938883828,64.76199777724003,3032,644,34.00481443363022,68.93782381799997
Country E,2019,1.32264560704601,79.31951673059018,3761,854,34.03469504890674,70.91425105068599
Country D,2023,3.4519329438794846,64.56465257772224,3068,1021,29.828608763853516,79.07310443773545
Country A,2011,1.728002018945129,64.69603646384225,1241,708,8.68904820887618,75.16386138662259
Country D,2012,3.182297611037403,86.41646673784857,3668,994,34.359885166642414,81.72291264280483
Country C,2018,1.1898638176732586,52.35899896293932,1802,468,28.485454318651843,42.810695272993925
Country B,2016,1.13931411207525,94.24185476440738,6059,952,29.395845810150483,77.37603183732524
Country A,2013,0.5934022486535341,91.7609298451679,1195,614,17.70439941413551,82.54263786610477
Country C,2019,2.455000476127655,82.72242947809391,3187,444,35.77478446549523,54.30675212291572
Country A,2014,1.6055790311712834,79.06785693526183,3330,874,30.38800600822001,72.02236369966263
Country E,2011,3.093074749518911,93.72282240884296,5841,259,8.940666328521807,55.70810319184861
Country D,2022,1.9196297200746715,59.08117879690701,4606,205,19.272231204215693,87.8985533241227
Country E,2020,3.404580283744165,53.869488947350604,9468,908,36.02331266860496,41.67117862177519
Country B,2022,1.0565765471093633,61.735998325567365,1060,1181,6.6518845594082645,68.98964219164776
Country E,2017,3.1058695038668325,88.93433565630932,4927,769,38.64958168747173,48.325177352475755
Country A,2013,2.829790558375225,51.698843069597686,7296,1016,28.7706898911847,75.61101025885793
Country E,2018,2.812765533932156,78.55753491909098,3591,606,27.09815921751818,48.794514170933105
Country A,2014,3.034349684350663,98.77643829337418,9758,416,14.4695739770797,51.76916309491788
Country B,2022,2.7830719728289965,91.92910859803943,7121,1129,13.707712605871198,64.7185405522879
Country E,2018,2.3786609648942463,75.55083876313589,2200,225,37.97203768210084,85.74174749984391
Country D,2013,0.8937346330471627,53.11840455504547,3854,1014,15.439535898194295,50.58571860739854
Country D,2019,0.5975785384737557,90.73730220489978,8024,204,32.14268538516498,47.212001055905176
Country D,2014,3.2625435434470607,79.34994690068332,7972,1185,18.75926293724777,77.94884159270154
Country E,2018,2.349950943562214,55.631716855918775,1136,731,9.87389247746464,65.03097661669655
Country E,2017,2.889611872928529,54.599006956344454,2029,589,5.375035419337563,85.58925561908856
Country E,2012,1.94456705453765,94.57171415239303,3594,909,24.049006795533778,47.330727857992116
Country A,2010,0.8519245668871834,82.79081288396584,8206,770,39.15225864921264,72.29639465115196
Country B,2012,0.8755573766076513,90.63505316652102,1661,647,17.919766783322157,51.64395730759075
Country D,2013,2.556695861686914,93.0699661138311,3472,953,17.501731689756568,47.83802143258197
Country A,2011,1.790917684698388,78.0168452503678,1086,345,17.043206624730473,74.17147075786352
Country D,2010,1.1015741801010102,75.35487123599702,7219,587,23.219034305670046,69.68423099543666
Country A,2016,1.9747836402243106,71.09094310572851,9143,984,20.423270919850275,77.74137291811655
Country E,2017,0.6926268112254023,65.53038280176484,7968,448,35.79701193544551,55.47312882230912
Country D,2016,2.2459142057431962,71.29520208207688,3773,725,22.69322771032216,62.39858281910949
Country E,2023,1.306980213305293,87.92010313077766,2700,661,22.771524336599906,60.273583816520926
Country D,2014,2.8926773019115646,79.49424811974144,3700,212,9.843005815219481,89.2044731983257
Country C,2021,1.4310858767707213,93.73364120778746,7815,1102,39.39588393186351,54.612447836969395
Country A,2010,1.8656604472454035,71.7256207045802,2647,583,13.749051180409039,54.74086191733834
Country C,2016,0.5348616197243019,79.74738935721895,7038,755,7.567742361086093,57.727410441430365
Country A,2022,0.7173406633836766,80.93407010150744,6164,1086,28.210118714132307,68.22970406451607
Country B,2016,1.6774806692200546,78.99316095300995,6520,598,25.837822955490545,52.61613721318726
Country D,2018,1.9398165041513704,84.4290548811903,4687,218,19.530097889746102,85.7644970189637
Country B,2012,2.3000616443579114,61.63423995036551,1596,774,19.776728185823732,53.284278243313175
Country B,2018,1.3749877361279097,75.10582509974374,5545,690,32.47723723662509,84.79078657800974
Country A,2023,2.5849456583796275,55.107015337609035,9676,950,11.849942403487717,45.173753182329236
Country C,2010,3.0803671915676136,68.84105505459581,9837,618,33.708866163071136,72.82813511998262
Country E,2010,2.839552966680049,73.89568636244195,5757,536,27.706148986325637,85.34927592191218
Country A,2023,0.6188564760450714,81.95898871772815,5384,618,19.663942082283356,48.437471919911474
Country E,2013,1.9415208417734868,96.57602157672397,9912,1114,21.0310015804354,88.41634800496274
Country B,2018,0.8147905352545246,79.43190226086944,5733,1115,13.982652251513352,62.64416802077558
Country E,2015,1.2261350475875825,86.43610189265144,8081,811,31.32400164439412,87.28575542205122
Country C,2022,3.4599877798014393,74.80703691526493,9690,874,22.950615980684372,73.84100218150235
Country A,2020,0.9274866287045397,81.07109753744024,8117,1127,16.229908996244525,55.07934349367758
Country C,2012,1.9966644603540682,53.4756785905549,5729,321,25.86175405163326,49.41512624585532
Country C,2010,2.3544672029543574,62.4651874612505,2673,631,39.8507058217963,55.18675231125497
Country A,2013,2.607394911632312,67.7308015670518,9306,243,20.234179787979386,44.65087046313375
Country C,2021,2.178946050460742,73.15217439531916,8178,1071,37.224199027251686,47.19339831716649
Country D,2022,0.529312542257551,52.2367885296168,3294,1119,17.075589397359813,45.23302201732406
Country D,2018,1.4793839247319758,56.86118078011257,4630,516,6.915644742374506,61.14717718707789
Country D,2012,2.053134930154134,63.563901081773984,1146,580,12.14847372289501,79.77891881287931
Country E,2021,0.7635994974345001,97.60510185415148,4453,344,19.654330016468947,47.06917771081701
Country C,2018,1.5518807936275423,66.23600334804948,5507,526,12.687222500809916,46.51602165861679
Country A,2016,0.5996093263740997,73.62001184749204,6783,562,5.007946337638944,72.17144747586653
Country A,2021,0.7357354914650622,59.60878792418126,8751,249,37.02505382116345,49.859149098403314
Country E,2023,1.6907698286047883,79.92822348271264,6628,264,34.53577939308252,44.88050190544958
Country A,2013,0.8981472621291811,63.75347756028274,9328,554,30.98022810204315,48.34242891027888
Country D,2012,2.2026225447846746,60.14263634348291,4360,999,10.873510847611001,86.1865697938388
Country C,2019,2.5683949074117973,75.31205879385297,4005,363,9.212725167349511,81.07356263880953
Country A,2014,2.901760097327249,50.26978415886062,4552,340,7.366166231533411,57.703228117754705
Country A,2014,1.1004507327344304,50.37553759981204,1018,1165,30.34102160705224,72.79103836636963
Country B,2012,1.0024477467772093,60.73437164599103,3242,1025,37.508278624075984,66.8637836834019
Country B,2021,0.8137035210032008,51.79934676254024,7318,327,20.068753731956296,73.8562131741282
Country B,2018,2.40929074863091,55.29326195240388,6097,597,9.169923519861687,74.13355762313796
Country C,2013,2.6194271794607036,66.60417181759883,9640,1132,22.93374872562373,71.43670075299966
Country D,2020,0.5947584344769261,89.32669829941082,2948,1079,17.209116761052055,53.30506842686543
Country D,2014,3.3086367387310696,78.03038352509574,6618,662,18.11887235224992,41.950321038140906
Country D,2013,0.6559138509544172,75.1207185718644,5236,950,26.746571845449754,62.778339099505445
Country C,2014,2.1238890059032114,64.38095233719795,7901,1035,30.155133964177082,84.54869423453519
Country C,2016,2.627181558352749,95.655932252208,2920,1007,8.87112596056063,68.47486292592879
Country B,2018,3.112907371238257,69.45373702062238,5188,386,6.245658078226674,81.61955208509539
Country A,2016,2.6422607963972835,54.2675455729928,1238,919,39.80156059400002,89.5812171480614
Country E,2022,2.9051842492093756,80.23625928977226,1204,931,13.145492212044314,48.18081020691381
Country E,2014,1.5183505776284183,55.57808128035347,6552,1111,6.884068371796068,74.58888195709912
Country A,2019,2.944475341239537,66.9159339972829,5927,389,11.6456365183572,73.71467868500123
Country B,2019,0.7403445391540254,74.86318499717264,5390,587,6.363524622196248,88.99777236791392
Country A,2016,3.1844499681815828,92.83690370957362,3687,628,18.713381311601008,89.28003669764001
Country A,2023,2.1427771284612085,74.18378243666581,5951,1057,33.08406245579635,74.33393058620646
Country E,2019,2.951893309887481,84.41067953555155,7160,483,16.94355574152022,52.180739599109714
Country B,2014,1.8569548535549005,98.64802511095445,6388,1063,20.54641924074283,79.92779190652996
Country C,2012,2.430733085589575,56.4429668750011,6126,436,28.645537074860357,45.35145671055191
Country E,2016,2.07920798280834,63.46184475045646,1816,393,22.811292452445805,79.03496520858144
Country C,2022,2.6947685652659956,69.33422770428467,1192,486,35.15059901074635,85.50980620723482
Country B,2020,0.7448899460917687,70.66958074840274,2776,970,35.31124862660148,59.14166973842176
Country A,2020,0.6810562519716914,70.14003268801174,4645,957,5.346874342190377,71.53176474915402
Country D,2011,1.2413097020304393,94.47293912527118,7314,335,32.23162072691197,61.507136604841314
Country D,2021,0.978634040339565,84.98759957887597,9442,991,21.125676008458587,61.88825274940642
Country B,2018,3.115350699776605,79.78735549044448,2788,982,39.60941894562821,55.518544455406
Country D,2019,1.157641962074133,65.15926317527632,8374,370,21.91312265564023,78.10648102251622
Country C,2019,3.427595767457394,90.36572882684344,4700,358,39.541358088590414,86.80882820832525
Country D,2021,1.5106873753133205,96.79796506276446,4893,400,31.40992764220078,87.03754296172306
Country B,2010,1.0463537470660977,90.23871584496109,7811,686,13.70117096146572,48.73906424374669
Country B,2022,2.8690955214274374,50.07669015438217,3679,756,23.84382427504352,83.7371824828283
Country C,2015,2.4761233265026283,81.18366713898695,4904,1161,39.7247473817504,76.8715720713561
Country D,2016,1.994587149359417,52.50563369066293,8260,975,35.01357127131733,52.64187003451446
Country D,2023,2.1660906528128936,62.62275379635237,1504,782,8.407841282692738,43.364230646075725
Country A,2022,2.6576053348167914,52.91671031704081,7773,703,29.723019888349864,53.3998633442189
Country E,2017,1.1853642239938962,79.58597719452,4816,1075,17.095285505478458,85.61041183907628
Country B,2019,3.489001748170226,83.64290576113774,1717,570,5.244379165812184,71.65893374478861
Country A,2018,3.4243794864403494,55.60989426522935,5434,302,19.121833915944986,76.05273304489359
Country B,2011,2.4509770590408104,68.80810526920399,1658,324,13.216404760373996,52.857617555454794
Country A,2020,1.0986273527874353,72.35558893882155,6057,512,33.660424468216505,75.96940777874102
Country E,2019,2.5406847272938737,68.0835980662849,5008,1175,16.806571309601793,41.40607531389619
Country A,2011,0.7165952269375275,55.93022502377446,5994,1194,33.9633292883836,58.76606728865069
Country B,2014,0.5919575066174182,70.52844171918629,5234,997,5.020927859217836,71.33766742711656
Country D,2022,1.273048665533641,86.80772434261249,4764,657,15.77367025091417,47.30482827706601
Country B,2014,1.887868870217949,53.47937556212952,5637,429,13.440782500771668,81.15017872234674
Country C,2015,3.1048175162251415,53.92882069001327,3104,857,13.174857637401384,51.751564940595934
Country C,2012,2.681507209298924,67.38379329996323,7801,1081,7.386531691791195,72.61405564092232
Country C,2017,2.728119563599943,96.14455986932732,9575,396,11.54934946436756,60.259857128766484
Country C,2022,1.776480003344226,82.76005968942279,3607,1084,24.444234945996694,69.80217977388236
Country E,2010,1.5378049776408886,83.25482787695567,9385,932,15.197637549321056,45.37252763144541
Country D,2015,1.6131162889538082,67.73407955105539,4719,622,19.60881738152018,40.845639996080365
Country D,2013,3.4629486912081733,79.08937876921838,3581,771,18.190340812151597,85.47822136901506
Country B,2010,0.6203275742374474,50.49642801735943,3565,809,35.65667237499631,53.48150043835914
Country A,2016,3.1010944883673455,81.16870627406757,3763,370,36.68546496536804,80.98385013902296
Country B,2018,2.2360262257171803,94.7510604312356,7328,581,22.2534940079551,89.96751502361002
Country B,2022,1.8158462575687713,80.01609994889614,6991,372,16.555458261046155,50.57156289994556
Country B,2013,2.6757729812454096,92.8112310798509,4406,862,8.738024640082728,53.25853705916778
Country B,2013,1.9600068242741084,85.4746797178386,9923,652,38.36910077837332,73.14298938173329
Country D,2015,3.120269714244982,55.90736240378082,5780,549,7.107943071510411,88.27243173003106
Country A,2021,3.2021055920337753,94.22021205700625,5177,1101,15.417759714889815,85.7907174095372
Country B,2012,1.7651627806203662,53.25574837343297,7476,1151,15.432317040950146,65.14377600327924
Country D,2022,1.3304833917051546,76.16440615484042,3604,833,16.21404501490752,79.75551412633624
Country B,2021,2.277050985780087,56.96471906587942,9181,693,10.750039514534325,46.787292654995056
Country C,2015,3.237090036850073,50.573623925814296,3382,819,32.4106500823294,88.87190921020061
Country B,2016,1.1319865670169997,70.67967874625431,1531,203,9.287425168809623,88.21766170179933
Country B,2020,2.3688997506904483,64.45699467505365,7079,292,27.2217330703607,48.186447893958544
Country E,2019,2.3946806602775617,73.81402419608256,1634,1118,9.334610934703612,54.97115624015533
Country C,2019,2.699339067245843,78.28279444999299,1002,205,7.468747315753479,45.00774987533835
Country A,2012,0.8947030553817794,52.14321454313842,9397,487,36.83003262900568,53.58587994490898
Country B,2016,2.647474894046266,56.027161461063535,6951,817,11.654506821154698,80.79778947076034
Country A,2023,3.227097561996923,77.37347742607085,6626,345,33.74375540958965,58.91578035826298
Country C,2012,1.039049326610726,66.81520030546025,8739,982,24.062080488749753,44.41984835733792
Country B,2022,1.212629974771633,85.72950088992295,7003,623,7.724978186306936,57.11127623894522
Country E,2022,3.414185282124919,81.96229078100504,3890,1089,38.440686700332364,89.069166712064
Country D,2011,1.0429308581284693,91.43461378650544,7239,807,13.643640844716238,71.48417976296014
Country E,2021,3.063155280108737,83.93214850679203,9026,656,35.08758708734123,60.80804732030789
Country E,2023,1.9768335693441044,71.06662279211726,4306,940,10.908350202459747,48.3269256748635
Country D,2019,1.241693223209531,82.97536449732718,1897,401,34.88800087496485,89.30883986418473
Country D,2013,3.1122497038175343,63.493677538515506,1670,411,5.4630084516852895,81.04245046315643
Country D,2021,1.8359157650079965,65.00936144013242,8291,205,22.912315979931822,54.07386512254597
Country B,2017,2.0444520617890705,88.66027283611888,2505,823,31.930490279754487,43.50343478605947
Country A,2022,1.5777001081992972,71.87455630367752,7460,575,37.717843112247415,42.831277868877905
Country A,2018,2.278852554304782,89.12063668539926,6167,1090,36.82207476722705,46.01890747527669
Country D,2016,0.9905716177550683,90.29869630974565,6255,646,33.686870434167574,69.03842918072108
Country E,2010,1.6732446099552822,92.0205545454029,1249,1034,36.086697238145646,86.43817106027461
Country C,2012,3.4082369670058625,94.91512655621915,7457,305,11.972689004297678,64.83717140029923
Country D,2022,1.2744002981033826,71.11827580515151,2892,850,14.946450349910506,82.14727412280986
Country E,2021,2.4702099936238766,65.6244740977358,4439,1010,15.113898372237047,62.294330992990396
Country E,2023,1.4755701926740845,78.52773858311159,3854,600,18.196887585059457,75.42917728839126
Country B,2018,2.820419377059802,68.18744874844376,4792,295,18.766223463481605,76.59363686432505
Country B,2021,0.8926209821550495,79.45263417321141,6330,587,24.059436362913644,48.69818529516694
Country A,2010,3.409463135235634,84.57370726954741,8871,1158,10.595791717825449,58.06080294879059
Country A,2018,1.8613686241509177,83.7318459061147,9235,651,29.193633232509626,71.8651078269012
Country C,2017,1.2081513900393919,68.35309146398595,4612,1048,10.864828875657727,43.53483040921831
Country C,2010,0.720490241990038,58.17614988323889,3618,1008,15.860796873659163,58.07700938814783
Country C,2015,1.0092737152626223,71.09593758464817,5678,1178,22.617079571215392,66.73997331405963
Country C,2014,2.059321845668053,56.98711306001353,4163,1100,32.87541965332171,89.81122465223194
Country E,2015,1.511009529293859,93.61475472400662,3942,615,30.881423163355453,63.726678131122036
Country E,2019,2.9866500976478285,66.94799557615501,9411,925,27.59370247436828,80.80283785571618
Country A,2021,1.7926625709854178,57.56852761394286,2925,703,10.452064120305955,61.60336425333089
Country B,2022,1.2461428177628897,51.24694023538179,3972,653,24.14658709654522,79.81953613098545
Country B,2022,2.35143495981209,81.64529692803772,1990,490,8.06062756299599,69.77074008100541
Country D,2022,2.6203316506563374,81.20821355528241,2812,733,18.20771118788278,84.32977207511992
Country E,2014,1.0011257237028497,66.68960416248329,9995,392,19.473078560148572,60.547127617505495
Country C,2015,1.002857648864953,53.5138825535349,1489,1179,6.393400380601384,70.21522099107395
Country C,2014,0.6100142808006289,70.07181584986637,6876,349,14.589583481449013,71.50093403094137
Country D,2020,2.7092060451969218,65.24965725810628,4645,1079,38.447731354327125,60.86914709002367
Country B,2021,2.491413582865415,83.17891134701546,8081,958,38.37714127403913,47.21560218437408
Country C,2014,1.9238926272494417,79.68318322318183,3891,978,17.331446898838877,44.67797034561678
Country B,2013,3.0325113469075915,67.86509268167946,4516,1172,6.508503813191342,40.83357752998165
Country D,2012,2.9170104588501595,60.676735158494516,4340,962,11.268322876486355,83.67671321226072
Country B,2012,2.2560630931902566,98.413762341624,7410,714,18.727622770173905,51.823745611934726
Country B,2013,3.1048138415397757,72.24607943860963,1053,592,38.172289428923044,50.575337464088406
Country B,2018,1.1175236301103046,83.72543755323161,3575,515,9.941967223801473,76.80177002130327
Country C,2011,0.8357588581931836,56.88709541133968,1615,275,31.72305452838743,56.000805654369586
Country A,2018,1.309248834550969,73.79389528331049,6944,798,8.803888878114222,65.30223462059183
Country E,2010,0.6712605682679446,51.34929927360381,8404,469,39.34401520869469,48.12555326487281
Country B,2023,2.093508584003096,74.76730077761205,1954,424,18.356577468819722,87.98728607309846
Country B,2010,3.3098170768848845,97.23685294876742,2629,729,32.13320886146696,82.57907000086186
Country B,2014,0.6180306220055289,68.82612893630422,7859,312,16.990687898389613,83.18948114825017
Country A,2015,0.8663297420300804,51.910804616170665,9841,450,26.968410700558305,60.33868742860026
Country D,2015,1.8565970848503057,51.516833755047834,4278,432,11.720562965901285,78.11806068535864
Country C,2012,3.3016250525837147,69.01135123739661,6455,1040,10.110735675393688,47.193807769489005
Country A,2016,1.4484683149302515,57.84122188669651,4801,990,37.832244884884595,40.430950129589014
Country B,2018,2.0217044260651775,51.14425272008111,3561,913,37.11765472665517,40.998646628901405
Country A,2020,0.6247185771511763,87.05446708355866,7539,282,36.06141290745089,69.33008687022803
Country A,2021,0.9450296028862666,72.46762743521265,1370,324,26.89017075583077,62.76974526239704
Country A,2019,3.4598903688765406,64.17299382666008,1857,374,33.289387392569736,65.90076744542598
Country D,2017,3.3953560893081365,94.10407596780755,5886,268,7.4162927918981225,40.37315702086097
Country E,2015,0.5148199428032288,55.69080904982575,8485,246,16.71761646617377,61.13433098287129
Country C,2021,3.355435356269717,96.84002261881065,1383,1083,15.979609366500467,75.90340806004303
Country D,2017,2.417359813446501,65.38436915149029,5334,455,27.247586268341465,62.13468509837179
Country D,2021,3.1037548835600663,93.53177994312537,5290,926,17.458522071472416,76.61096031561112
Country E,2014,1.8642195669015773,79.54420094749361,3725,229,10.197737357528828,51.65094821984174
Country D,2017,2.0467880857377505,90.50866062733289,7204,480,25.87634763947403,80.65710022408626
Country A,2019,1.9665397407707605,98.21664499731276,7111,1123,33.50343722341785,69.42156202267262
Country A,2021,2.500592772638313,64.13186645311853,5251,1193,18.37432230609906,50.53815497149531
Country B,2013,0.9189537642689387,97.09563878497205,1922,436,9.62940502844686,51.83602379269165
Country D,2019,0.5899207696180339,69.0846128502186,3915,447,11.884086905948806,71.40152322847685
Country B,2017,1.4237898247735727,68.89008333210919,8957,567,13.31191568092844,81.49697966062217
Country C,2019,2.61404228820994,66.67896810847078,4046,694,15.496415754808767,60.78138910145776
Country A,2021,1.1055603563688452,76.52897276003168,2230,224,27.49782746772082,52.91502145637961
Country C,2011,2.520297299974752,57.55310711574587,8647,785,26.033091958820165,83.35058034553002
Country E,2021,3.4097361383218114,77.13186278254256,5933,917,29.36279515484637,73.46341458754175
Country A,2021,0.7817021473682552,76.5435358080902,4940,689,17.68756945860296,62.40427436415382
Country C,2014,2.517806354675379,87.33318881763863,7483,693,33.83991781579924,64.39500976396509
Country E,2018,1.8312506579137136,90.84884813494169,1203,513,12.143068140451609,50.21282339681982
Country C,2013,3.104426763132516,71.58162616530878,1160,805,21.416426163135387,71.34013150324219
Country E,2020,1.0314493683421577,64.8143292182232,9960,574,33.03285525395006,57.93712552714443
Country E,2015,2.5778778566784935,62.70740996853763,4748,838,11.305552670641674,89.78225883371746
Country A,2010,3.0143458689443308,59.53656799853873,7718,1136,8.845208980927403,64.00917576309439
Country B,2018,3.3338426584220695,52.82473152775222,3581,224,35.928938869079644,64.29428030948065
Country E,2010,2.549744084868937,66.77995096290095,2093,533,17.002538196571855,68.29258937053359
Country E,2014,1.9915242920252818,63.24213691440838,5500,554,28.93545437181612,85.83780015593734
Country A,2013,2.3535417206036415,97.35445190745396,9799,315,5.887201149237847,80.04090499298752
Country B,2022,3.1067149534361547,77.32773248625216,6710,247,29.151641094330735,62.55650348989207
Country D,2021,2.211829239916489,67.01657491249487,3875,937,16.063545904143968,75.9349632986398
Country D,2022,0.5911611790905106,78.4429124486911,4191,977,6.950929875560461,69.31177493903809
Country B,2022,3.2928460865209335,56.82063836593908,2837,298,26.343446654184095,64.61835243506245
Country C,2023,2.5685802530946833,71.75814371090794,1689,658,13.428133562561063,49.61578863921753
Country A,2012,2.5295401573317395,80.68548174963213,4759,722,18.5382534718158,63.19681317274454
Country B,2022,1.1470254571931515,73.95599375783011,3103,796,7.820328430027976,52.29092935112873
Country D,2015,2.476656410697972,69.6871612320619,1365,604,10.150713788323086,85.74210749258273
Country E,2011,1.6815932169624754,98.69857105608521,9092,413,15.429203242354532,56.77034067481735
Country D,2012,2.4536989311244763,93.13542334529743,5172,884,8.1415825196055,87.61320072666862
Country E,2014,0.8197790909239722,80.54689194981256,7033,1102,36.878919264021036,66.65276450473556
Country A,2018,2.473535913809108,77.89949069793185,3378,702,5.211646511439245,71.57721893380801
Country E,2011,3.498241177312,80.41236351140462,2205,920,21.9351076602509,67.14702222446638
Country B,2019,0.6446361165816681,59.86429328329923,5988,647,9.313661034639301,46.469030848335045
Country E,2017,3.431522552663952,69.36174941995161,6669,1093,15.768768131728198,58.79106095039705
Country C,2023,1.720723882168612,51.93351711165407,3735,775,37.41208459363929,44.957305613881196
Country B,2011,3.1122603510117774,73.30175583685451,9490,457,10.65930936458954,71.14770220916908
Country A,2020,2.8471564521748203,76.6082046139255,1956,1043,38.80413119014164,62.343709760021945
Country B,2022,2.2010487829600036,61.15973706905727,7623,320,12.202803194629759,78.89924857854683
Country C,2014,2.7153476277539794,97.23741351111018,2474,1009,30.954813796339035,51.02352404996849
Country A,2016,3.135546683904044,94.56327593592485,5460,1177,24.13370427140591,48.22830292146675
Country D,2017,1.712420964953099,85.38501853733939,8002,253,35.95675546588657,60.31661154818839
Country C,2010,1.481099484689716,76.13594480950277,7396,530,24.389763942609584,86.32926916091905
Country A,2015,2.502780156690754,92.62848882273656,3828,983,23.709572670470802,75.52109075062059
Country E,2010,2.9235378258237756,56.40196484734968,3850,440,11.841030012893995,60.94618123964594
Country B,2011,2.786855404329847,88.73497991946937,3964,954,10.818027671808055,65.86360848771552
Country A,2010,2.8934409465759034,56.11621988437557,5594,729,37.077120289042995,44.210650558854915
Country B,2020,1.806749944438799,88.91632246492087,7644,682,16.47433695975119,89.22879481880565
Country E,2014,2.953502648525065,63.51261084431649,3850,386,18.022878923701356,73.32036523474595
Country A,2019,0.8606271661118253,92.97743846989125,1165,1057,31.593828044993593,54.270203423171125
Country D,2018,2.1334672938825485,96.25806259744449,1919,855,16.858821884798257,69.29041971076222
Country C,2015,0.5172759814943647,57.29100250085067,9305,461,38.3221856323651,45.4741183034497
Country A,2020,1.473757489700811,72.67110464820428,4504,1152,30.82747191495801,88.29183344037918
Country E,2020,1.5993846046141935,98.06838152997156,1991,563,25.9100234900697,48.7392493941683
Country A,2010,1.6885180748277662,73.68696436268418,7047,690,35.831330619066335,72.4015159027607
Country B,2022,2.5864016200695863,92.31382860321271,4839,630,6.736206792231896,52.272723126946524
Country A,2010,1.6656743038110373,78.84784458443467,2258,438,13.997194226622305,75.87806913242679
Country D,2011,1.846080867867592,68.3911654880605,8609,503,21.276271697731847,78.84106836201406
Country A,2018,1.2126323926229823,64.00339422076765,9706,497,12.944248881503235,73.67098644557163
Country C,2012,1.6197553748880202,59.95793146321827,5804,275,31.036681555575317,70.72497301275962
Country A,2010,1.1818088817894545,87.32811137750716,1067,899,37.17228108688038,84.62345469760058
Country B,2014,0.7195877713053309,68.94048483432837,6660,532,19.83195419758232,43.931335549487905
Country A,2016,2.3103457801441336,75.0524976478368,5478,1099,16.974641003916325,56.54573828900976
Country D,2015,2.5046383956650486,74.12394852005792,9210,1198,38.65427562481482,52.4143739815423
Country E,2021,2.3584710380288434,78.28667243242343,4521,957,20.56983514896393,89.40069810327108
Country A,2010,1.890482131401717,92.41328013560306,1572,841,22.116694015724914,59.46948898334367
Country A,2014,1.6393573405376896,98.05622783558803,8082,673,17.307745531966688,76.63063496201994
Country C,2014,3.090000948715476,69.97162622011703,8832,1026,36.83419655542484,74.23625819405024
Country D,2015,2.057245355408654,90.54842718320884,6395,1122,24.913441914864777,50.604061873868886
Country E,2012,1.937545632889193,87.46186193808117,3258,482,31.676110551357564,51.94988401057756
